"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Linux/UNIX","$0.0152 per On Demand Linux t2.micro Instance Hour","1,488 Hrs","USD 22.62","t2.micro","1488"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-LAS1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US West (Las Vegas)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-LAS1-AWS-Out-Bytes","$0.000 per GB - data transfer out under the monthly global free tier","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-LAX1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US West (Los Angeles)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-LAX1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US West (Los Angeles)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-MCI2-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US East","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-MCI2-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US East","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-MES1-AWS-In-Bytes","USD0.0 per GB for in Middle East (Bahrain)","0.021 GB","USD 0.00","","0.021"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-MES1-AWS-Out-Bytes","USD0.09 per GB for in Middle East (Bahrain)","0.021 GB","USD 0.00","","0.021"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-MIA1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US East(Miami)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-MIA1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US East(Miami)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-MSP1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US East","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-MSP1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US East","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-NYC1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US East","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-NYC1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US East","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-PDX1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US West (Portland)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-PDX1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US West (Portland)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-PHL1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US East (Philadelphia)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-PHL1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US East (Philadelphia)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-PHX1-AWS-In-Bytes","$0 per GB - Asia Pacific (Tokyo) Data Transfer to US West (Phoenix)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-PHX1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) Data Transfer from US West (Phoenix)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-SAE1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from South America (Sao Paulo)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-SAE1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to South America (Sao Paulo)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-SEA1-AWS-In-Bytes","$0 per GB - Asia Pacific (Tokyo) Data Transfer to US West (Seattle)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-SEA1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) Data Transfer from US West (Seattle)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-USE1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US East (Northern Virginia)","0.035 GB","USD 0.00","","0.035"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-USE1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US East (Northern Virginia)","0.063 GB","USD 0.01","","0.063"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-USE2-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US East (Ohio)","0.001 GB","USD 0.00","","0.001"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-USE2-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US East (Ohio)","0.002 GB","USD 0.00","","0.002"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-USW1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US West (Northern California)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-USW1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US West (Northern California)","0.001 GB","USD 0.00","","0.001"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-USW2-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US West (Oregon)","0.091 GB","USD 0.00","","0.091"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-USW2-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US West (Oregon)","0.219 GB","USD 0.02","","0.219"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","Bandwidth","$0.000 per GB - data transfer in per month","6,219.121 GB","USD 0.00","","6219.121"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","Bandwidth","$0.000 per GB - data transfer out under the monthly global free tier","100 GB","USD 0.00","","100"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","Bandwidth","$0.000 per GB - regional data transfer under the monthly global free tier","1 GB","USD 0.00","","1"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","Bandwidth","$0.01 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB","1,165.555 GB","USD 11.66","","1165.555"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","Bandwidth","$0.114 per GB - first 10 TB / month data transfer out beyond the global free tier","742.168 GB","USD 84.61","","742.168"
"Amazon Web Services Japan G.K.","Data Transfer","US East (N. Virginia)","AWS Data Transfer USE1-APN1-AWS-Out-Bytes","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Tokyo)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","US East (N. Virginia)","AWS Data Transfer USE1-USW2-AWS-Out-Bytes","$0.02 per GB - US East (Northern Virginia) data transfer to US West (Oregon)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","US East (N. Virginia)","Bandwidth","$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Simple Storage Service","Asia Pacific (Tokyo)","Amazon Simple Storage Service APN1-Requests-Tier1","$0.0047 per 1,000 PUT, COPY, POST, or LIST requests","47,906 Requests","USD 0.23","","47906"
"Amazon Web Services Japan G.K.","Simple Storage Service","Asia Pacific (Tokyo)","Amazon Simple Storage Service APN1-Requests-Tier2","$0.0037 per 10,000 GET and all other requests","113,586 Requests","USD 0.04","","113586"
"Amazon Web Services Japan G.K.","Simple Storage Service","Asia Pacific (Tokyo)","Amazon Simple Storage Service APN1-TimedStorage-ByteHrs","$0.025 per GB - first 50 TB / month of storage used","772.033 GB-Mo","USD 19.30","","772.033"
"Amazon Web Services Japan G.K.","Simple Storage Service","US East (N. Virginia)","Amazon Simple Storage Service Requests-Tier1","$0.005 per 1,000 PUT, COPY, POST, or LIST requests","1,237 Requests","USD 0.01","","1237"
"Amazon Web Services Japan G.K.","Simple Storage Service","US East (N. Virginia)","Amazon Simple Storage Service Requests-Tier2","$0.004 per 10,000 GET and all other requests","574 Requests","USD 0.00","","574"
"Amazon Web Services Japan G.K.","CloudWatch","Asia Pacific (Tokyo)","Amazon CloudWatch","$0.00 per request - first 1,000,000 requests","1 Requests","USD 0.00","","1"
"Amazon Web Services Japan G.K.","CloudWatch","Asia Pacific (Tokyo)","AmazonCloudWatch APN1-TimedStorage-ByteHrs","First 5GB-mo per month of logs storage is free.","1.55 GB-Mo","USD 0.00","","1.55"
"Amazon Web Services Japan G.K.","CloudWatch","Asia Pacific (Tokyo)","AmazonCloudWatch PutLogEvents","$0.76 per GB log data ingested - Asia Pacific (Tokyo)","1.833 GB","USD 1.39","","1.833"
"Amazon Web Services Japan G.K.","CloudWatch","Asia Pacific (Tokyo)","AmazonCloudWatch PutLogEvents","First 5GB per month of log data ingested is free.","5 GB","USD 0.00","","5"
"Amazon Web Services Japan G.K.","EC2 Container Registry (ECR)","Asia Pacific (Tokyo)","Amazon EC2 Container Registry (ECR) APN1-TimedStorage-ByteHrs","$0.10 per GB-month of data storage","7.002 GB-Mo","USD 0.70","","7.002"
"Amazon Web Services Japan G.K.","Cost Explorer","US East (N. Virginia)","AWS Cost Explorer CostDataStorage","$0.01 per 1,000 UsageRecord-month of stored Granular Cost Data Usage-records","51,418.912 UsageRecord-","USD 0.51","","51418.912"
"Amazon Web Services Japan G.K.","CloudTrail","Asia Pacific (Singapore)","AWS CloudTrail APS1-FreeEventsRecorded","0.0 per free event recorded in Asia Pacific (Singapore) region","2 Events","USD 0.00","","2"
"Amazon Web Services Japan G.K.","CloudTrail","Asia Pacific (Sydney)","AWS CloudTrail APS2-FreeEventsRecorded","0.0 per free event recorded in Asia Pacific (Sydney) region","32 Events","USD 0.00","","32"
"Amazon Web Services Japan G.K.","CloudTrail","Asia Pacific (Tokyo)","AWS CloudTrail APN1-FreeEventsRecorded","0.0 per free event recorded in Asia Pacific (Tokyo) region","294,218 Events","USD 0.00","","294218"
"Amazon Web Services Japan G.K.","CloudTrail","US East (N. Virginia)","AWS CloudTrail USE1-FreeEventsRecorded","0.0 per free event recorded in US East (N.Virginia) region","14,333 Events","USD 0.00","","14333"
"Amazon Web Services Japan G.K.","CloudTrail","US East (Ohio)","AWS CloudTrail USE2-FreeEventsRecorded","0.0 per free event recorded in US East (Ohio) region","3 Events","USD 0.00","","3"
"Amazon Web Services Japan G.K.","CloudTrail","US West (Oregon)","AWS CloudTrail USW2-FreeEventsRecorded","0.0 per free event recorded in US West (Oregon) region","123 Events","USD 0.00","","123"
"Amazon Web Services Japan G.K.","Key Management Service","Asia Pacific (Singapore)","AWS Key Management Service ap-southeast-1-KMS-Requests","$0.00 per request - Monthly Global Free Tier for KMS requests","2 Requests","USD 0.00","","2"
"Amazon Web Services Japan G.K.","Key Management Service","Asia Pacific (Tokyo)","AWS Key Management Service ap-northeast-1-KMS-Requests","$0.00 per request - Monthly Global Free Tier for KMS requests","150 Requests","USD 0.00","","150"
"Amazon Web Services Japan G.K.","Systems Manager","Any","AWS Systems Manager AWS-Auto-Steps-Tier1","Free Tier Automation Steps 100,000 in AWS Commercial Regions","54 Steps","USD 0.00","","54"
